iteration      x grad-norm  alpha region
1.00 	 -4.89 	 0.22 	 0.50 	 1.00
2.00 	 -4.78 	 0.23 	 0.50 	 1.00
3.00 	 -4.66 	 0.23 	 0.50 	 1.00
4.00 	 -4.54 	 0.23 	 0.50 	 1.00
5.00 	 -4.43 	 0.23 	 0.50 	 1.00
6.00 	 -4.31 	 0.24 	 0.50 	 1.00
7.00 	 -4.19 	 0.24 	 0.50 	 1.00
8.00 	 -4.07 	 0.24 	 0.50 	 1.00
9.00 	 -3.94 	 0.25 	 0.50 	 1.00
10.00 	 -3.00 	 1.88 	 0.50 	 2.00
